hh_ids,m_ids,dem_i_male,dem_i_age_yrs,dem_i_age_5yrgrp,dem_i_age_workage,dem_i_relhead,dem_i_hhead,dem_i_marstat,dem_i_tribe,dem_i_children_tot,dem_i_children_inhh
"KELDS17","58134433485700000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kalenjin",,
"KELDS17","58134433254800000","Male",44,"[40 - 45)",1,"Household head",1,"Married/living together","Kalenjin",4,0
"KELDS17","58134433388100000","Female",35,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Kalenjin",4,0
"KELDS17","58134439855700000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kalenjin",,
"KELDS18","58134441026900000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kalenjin",,
"KELDS18","58134440722400000","Female",24,"[20 - 25)",1,"Household head",1,"Married/living together","Kalenjin",2,0
"KELDS18","108136992014300000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kalenjin",,
"KELDS18","108136992020400000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kalenjin",,
"KELDS18","58134440919300000","Female",15,"[15 - 20)",1,"Brother or sister",0,"Never married/lived together","Kalenjin",,
"KELDS19","58134407735600000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",4,0
"KELDS19","58134407652600000","Female",36,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Kalenjin",4,0
"KELDS19","58134407860500000","Female",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KELDS19","58134407511100000","Male",38,"[35 - 40)",1,"Household head",1,"Married/living together","Kamba",4,0
"KELDS19","58134407952600000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KELDS19","58134408031200000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KELDS20","58134399068700000","Female",28,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Kalenjin",3,0
"KELDS20","58134398914700000","Male",34,"[30 - 35)",1,"Household head",1,"Married/living together","Kalenjin",3,0
"KELDS20","58134399151500000","Female",9,"[5 - 10)",0,"Step son or step daughter",0,"Never married/lived together","Kalenjin",,
"KELDS20","58134399340500000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kalenjin",,
"KELDS20","58134399276600000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kalenjin",,
"KELDS23","58134449531200000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KELDS23","108136932369600000","Male",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KELDS23","58134434718200000","Female",49,"[45 - 50)",1,"Household head",1,"Separated/divorced","Luhya",1,3
"KELDS24","58134391695200000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KELDS24","58134391590500000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KELDS24","58134391277200000","Male",35,"[35 - 40)",1,"Household head",1,"Married/living together","Kikuyu",3,0
"KELDS24","58134391765900000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KELDS24","58134391478200000","Female",28,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Kikuyu",3,0
"KELDS26","58134466070900000","Male",49,"[45 - 50)",1,"Household head",1,"Married/living together","Luhya",3,1
"KELDS26","58134466289300000","Male",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KELDS26","58134466407500000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KELDS26","58134466496200000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KELDS26","58134466180200000","Female",40,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Luhya",3,1
"KELDS27","58134437581200000","Female",42,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Kalenjin",0,4
"KELDS27","58134437425900000","Male",49,"[45 - 50)",1,"Household head",1,"Married/living together","Luhya",0,4
"KELDS28","58134445155500000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",1,0
"KELDS28","58135965540500000","Male",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KELDS28","58134445363100000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luhya",,
"KELDS28","58134444870500000","Female",59,"[55 - 60)",1,"Household head",1,"Separated/divorced","Luhya",1,4
"KMAKE01","63134425028500000","Female",13,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMAKE01","63134425089200000","Female",2,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMAKE01","63134424828000000","Male",54,"[50 - 55)",1,"Household head",1,"Married/living together","Kamba",2,5
"KMAKE01","63134424910300000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE01","63134424970400000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE01","63134424674400000","Female",54,"[50 - 55)",1,"Husband or wife",0,"Married/living together","Kamba",2,5
"KMAKE03","63134450468300000","Female",52,"[50 - 55)",1,"Household head",1,"Married/living together","Kamba",1,4
"KMAKE03","63134450675800000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE03","63134450643400000","Female",89,"[65+]",0,"Mother or farther in law",0,"Married/living together","Kamba",,
"KMAKE03","63134450586000000","Male",92,"[65+]",0,"Mother or farther in law",0,"Married/living together","Kamba",0,7
"KMAKE05","63134450172800000","Female",4,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMAKE05","63134449911400000","Female",29,"[25 - 30)",1,"Son or daughter in law",0,"Married/living together","Kamba",3,0
"KMAKE05","63134449972000000","Male",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE05","63134450127100000","Male",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMAKE05","63134450042000000","Male",10,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMAKE05","63134449728600000","Female",49,"[45 - 50)",1,"Household head",1,"Married/living together","Kamba",1,4
"KMAKE05","63134450083000000","Female",9,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMAKE05","63134449858800000","Male",88,"[65+]",0,"Mother or farther in law",0,"Married/living together","Kamba",0,6
"KMAKE06","63134425702500000","Female",43,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Kamba",3,1
"KMAKE06","63134426053700000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE06","63134426010400000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE06","63134425969100000","Female",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE06","63134425886300000","Male",52,"[50 - 55)",1,"Household head",1,"Married/living together","Kamba",3,1
"KMAKE07","63134363237200000","Female",38,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Kamba",4,1
"KMAKE07","63134363390100000","Female",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE07","63134363484900000","Female",23,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE07","63134363453400000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE07","63134362976500000","Male",55,"[55 - 60)",1,"Household head",1,"Married/living together","Kamba",4,1
"KMAKE07","63134363352000000","Male",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE08","63134365203900000","Male",35,"[35 - 40)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE08","63134365575800000","Female",30,"[30 - 35)",1,"Son or daughter",0,"Never married/lived together","Kamba",1,0
"KMAKE08","63134364973600000","Female",63,"[60 - 65)",1,"Household head",1,"Widowed","Kamba",2,3
"KMAKE08","63134365728700000","Male",6,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMAKE09","63134390012700000","Male",61,"[60 - 65)",1,"Household head",1,"Married/living together","Kamba",2,2
"KMAKE09","63134390242800000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Kamba",,
"KMAKE09","63134390200000000","Male",25,"[25 - 30)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE09","63134390141900000","Female",22,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kamba",1,0
"KMAKE09","63134389911000000","Female",47,"[45 - 50)",1,"Husband or wife",0,"Married/living together","Kamba",2,2
"KMAKE10","63134373723800000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE10","63134373467400000","Female",30,"[30 - 35)",1,"Household head",1,"Married/living together","Kamba",3,0
"KMAKE10","63134373754600000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE10","63134373665400000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE11","63134399377500000","Female",36,"[35 - 40)",1,"Household head",1,"Married/living together","Kamba",4,1
"KMAKE11","63134399686000000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE11","63134399652100000","Male",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE11","111137355987300000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE11","63134399619700000","Female",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE11","63134399554200000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE12","63134381438500000","Male",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE12","63134381512200000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE12","63134381663300000","Female",40,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Kamba",5,2
"KMAKE12","63134381158900000","Male",54,"[50 - 55)",1,"Household head",1,"Married/living together","Kamba",5,2
"KMAKE12","63134381557600000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE12","63134381632000000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE12","63134381601200000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE13","63134441573500000","Male",40,"[40 - 45)",1,"Household head",1,"Married/living together","Kamba",2,0
"KMAKE13","63134441217200000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE13","63134441322700000","Male",13,"[10 - 15)",0,"Foster or adopted child",0,"Never married/lived together","Kamba",,
"KMAKE13","63134441099900000","Female",29,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Kamba",2,0
"KMAKE13","63134441262900000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE14","63134390408500000","Female",42,"[40 - 45)",1,"Son or daughter",0,"Separated/divorced","Kamba",0,3
"KMAKE14","63134390597700000","Female",71,"[65+]",0,"Household head",1,"Widowed","Kamba",1,2
"KMAKE15","63134347408300000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE15","63134347468700000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE15","63134347525300000","Female",56,"[55 - 60)",1,,0,"Married/living together","Kamba",0,4
"KMAKE15","63134347224900000","Female",34,"[30 - 35)",1,"Household head",1,"Married/living together","Kamba",2,0
"KMAKE16","63134346376200000","Female",39,"[35 - 40)",1,"Household head",1,"Married/living together","Kamba",3,0
"KMAKE16","63134346560800000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE16","63134346691900000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE16","63134346650300000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE17","63134372678500000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE17","63134372552000000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE17","63134372285300000","Female",40,"[40 - 45)",1,"Household head",1,"Married/living together","Kamba",4,1
"KMAKE17","63134372610400000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE17","63134372479200000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE18","63134373091900000","Male",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE18","63134373011100000","Female",84,"[65+]",0,"Parent (mother or father)",0,"Widowed","Kamba",1,3
"KMAKE18","63134372777000000","Female",50,"[50 - 55)",1,"Household head",1,"Never married/lived together","Kamba",1,1
"KMAKE20","63134442641500000","Female",50,"[50 - 55)",1,"Household head",1,"Widowed","Kamba",2,5
"KMAKE20","63134442931000000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE20","63134442821600000","Female",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE21","63134382825300000","Female",39,"[35 - 40)",1,"Household head",1,"Widowed","Kamba",2,3
"KMAKE21","63134383044900000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE21","63134382995300000","Female",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE23","63134432906200000","Male",35,"[35 - 40)",1,"Household head",1,"Married/living together","Kamba",2,0
"KMAKE23","63134433230000000","Female",72,"[65+]",0,"Parent (mother or father)",0,"Widowed","Kamba",1,6
"KMAKE23","63134433165200000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE23","63134433300700000","Female",14,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Kamba",,
"KMAKE23","63134433360400000","Female",27,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Kamba",2,0
"KMAKE23","63134433127200000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE25","63134458544600000","Male",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE25","63134458592800000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE25","63134458362700000","Female",30,"[30 - 35)",1,"Household head",1,"Married/living together","Kamba",3,0
"KMAKE25","63134458477800000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE27","63134417148900000","Male",32,"[30 - 35)",1,"Household head",1,"Married/living together","Kamba",2,0
"KMAKE27","63134417541200000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE27","63134417498200000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE27","63134417371400000","Female",31,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Kamba",2,0
"KMAKE28","63134400138100000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE28","63134399829300000","Female",29,"[25 - 30)",1,"Household head",1,"Married/living together","Kamba",3,0
"KMAKE28","63134400096200000","Male",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE28","63134400050400000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE29","63134364016200000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE29","63134363763200000","Female",29,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Kamba",4,0
"KMAKE29","63134363928300000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE29","63134363865800000","Male",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE29","63134363615400000","Male",36,"[35 - 40)",1,"Household head",1,"Married/living together","Kamba",4,0
"KMAKE29","63134363973200000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE30","63134382595600000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMAKE30","63134382298300000","Male",73,"[65+]",0,"Mother or farther in law",0,"Widowed","Kamba",0,5
"KMAKE30","63134382563500000","Female",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
