hh_ids,hh_int_situation,hh_circ_move_why,hh_circ_move_when,hh_circ_problems,hh_inf_wall_material,hh_inf_roof_material,hh_inf_floor_material,hh_inf_cookfuel_source,hh_inf_lighting_source,hh_inf_water_source,hh_inf_rooms_habitable,hh_inf_rooms_other,hh_inf_toilet_type,hh_inf_toilet_shared,hh_inf_housing_type,hh_inf_electricity_access,hh_inf_interiorcond,hh_inf_exteriorcond,hh_asset_internet_access,hh_asset_iron_any,hh_asset_mosqnets_N,hh_asset_towels_N,hh_asset_fryingpan_N,hh_env_settingdesc,hh_env_desc,hh_env_dilapbuildings,hh_env_streets,hh_env_trash,hh_ownership_type,hh_ownership_plotacquisition,hh_ownership_houseacquisition,hh_ownership_docu,hh_otherprop_any,hh_otherprop_N,hh_otherprop1_docu,hh_otherprop1_use,hh_otherprop1_value,hh_otherprop2_use,hh_otherprop2_value,hh_otherprop2_docu,hh_otherprop3_docu,hh_otherprop3_use,hh_otherprop3_value,hh_othershamba_N,hh_othershamba1_docu,hh_othershamba1_use,hh_othershamba1_value,hh_othershamba2_docu,hh_othershamba2_use,hh_othershamba2_value,hh_othershamba3_docu,hh_othershamba3_use,hh_othershamba3_value
"KELDS12","01=Initial questionnaire","11=To be closer to work or school",10/27/2010,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Paraffin","Protected well",1,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",2,0,0,"Rural","multi unit mudwalled rental houses","01=A few of them","very muddy","98=None",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDS14","01=Initial questionnaire","03=Started own household",4/29/2010,"01=Leaky roof or ceilling","Stone","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Protected well",4,3,"Pit latrine, covered",,"House/bungalow","No access","No major problems","No major problems","Does not access internet","No",2,2,0,"Rural","02=Single family detached houses","98=None","None","98=None",1,"Compensation from employer or stata","Built using assets/savings kept elsewhere","Yes, a written agreement, but not a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDS15","01=Initial questionnaire","13=Change from renter to owner",1/17/2012,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected well",4,2,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Own mobile phone","No",4,2,1,"Rural","02=Single family detached houses","98=None","None of the above","98=None",1,"Bought plot using assets/savings kept elsewhere","Bought already built land using other savings/assets","Yes, a written agreement, but not a title deed","Yes",1,"03=Yes, a title deed","04=Agricultural property",200000,"",,"","","",,0,"","",,"","",,"","",
"KELDS16","01=Initial questionnaire","20=Health reasons",8/1/2010,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Paraffin","Protected well",1,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",5,0,0,"Rural","multi unit mudwalled rental houses","01=A few of them","none","98=None",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDS17","01=Initial questionnaire","12=Wanted better neighborhood",1/1/2005,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected well",3,2,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",4,1,1,"Rural","02=Single family detached houses","98=None","none","98=None",1,"Bought plot using assets/savings kept elsewhere","Built using assets/savings kept elsewhere","Yes, a written agreement, but not a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDS23","01=Initial questionnaire","13=Change from renter to owner",8/1/2011,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Stream/River",3,3,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",3,0,1,"Rural","02=Single family detached houses","01=A few of them","Very muddy","98=None",1,"Bought plot using credit/loan from bank, SACCO, or MFI","Built using credit/loan from bank, SACCO, or MFI","Yes, a written agreement, but not a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDS20","01=Initial questionnaire","18=Evicted/foreclosed upon",4/1/2008,"09=None","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Protected well",3,2,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",2,1,1,"Rural","rental mud walled houses butfar apart","01=A few of them","none","98=None",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDS18","01=Initial questionnaire","02=Marriage",9/11/2009,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Stream/River",2,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",2,1,0,"Rural","02=Single family detached houses","01=A few of them","none","98=None",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDS19","01=Initial questionnaire","13=Change from renter to owner",3/1/2002,"09=None","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Protected well",3,2,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","Yes",3,3,1,"Rural","03=Single family attached houses","01=A few of them","02=Crowded streets and paths","98=None",1,"Bought plot using assets/savings kept elsewhere","Built using assets/savings kept elsewhere","Yes, a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK01","01=Initial questionnaire","07=New job or job transfer",10/29/2009,"08=Mold","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Charcoal","Paraffin","Unprotected spring",1,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","No major problems","No major problems","Does not access internet","No",1,1,0,"Rural","06=Busy road or highway","01=A few of them","long grasses","98=None",4,,,,"Yes",1,"01=No written agreement","01=Personal use",60000,"",,"","","",,,"","",,"","",,"","",
"KELDK02","01=Initial questionnaire","08=Seeking better business opportunities",8/2/2008,"08=Mold","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Electricity","Unprotected well",1,1,"Pit latrine, covered","Shared","Flat","Yes, own electricity","No major problems","No major problems","Own mobile phone","Yes",3,2,1,"Rural","Residentials and a busy highway","98=None","03=Garbage","01=Minor accumulation",4,,,,"Yes",1,"01=No written agreement","01=Personal use",100000,"",,"","","",,,"","",,"","",,"","",
"KELDK08","01=Initial questionnaire","09=Other employment related reason",11/1/2008,"09=None","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Protected well",1,1,"Pit latrine, covered","Shared","Flat","No access","No major problems","No major problems","Does not access internet","No",1,1,0,"Rural","07=Open space, park, forest, farm, ranch","98=None","long grasses at the background and pool of stagnant water","98=None",3,,,,"Yes",1,"01=No written agreement","01=Personal use",40000,"",,"","","",,,"","",,"","",,"","",
"KELDK10","01=Initial questionnaire","08=Seeking better business opportunities",1/1/2011,"07=Extremely hot or cold","Wood only","Corrugated iron, mabati","Cement/Concrete/Slab","Charcoal","Paraffin","Protected well",1,1,"Pit latrine, covered","Shared","Flat","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Other's mobile phone(s)","Yes",1,1,0,"Rural","06=Busy road or highway","01=A few of them","pumpy and muddy roads","98=None",4,,,,"Yes",1,"01=No written agreement","03=Rental or commercial",25000,"",,"","","",,,"","",,"","",,"","",
"KELDK09","01=Initial questionnaire","",5/2/2012,"03=Broken or missing windows","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Paraffin","Paraffin","Protected well",1,1,"Pit latrine, covered","Shared","Flat","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Own mobile phone","Yes",1,1,1,"Rural","05=Commercial or institutional property","01=A few of them","Muddy and pumpy roads","bushy background",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK12","01=Initial questionnaire","03=Started own household",8/7/2004,"07=Extremely hot or cold,08=Mold","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected well",2,2,"Pit latrine, covered","Private","House/bungalow","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",2,1,1,"Rural","02=Single family detached houses","98=None","pool of stagnant water","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK13","01=Initial questionnaire","08=Seeking better business opportunities",6/1/2011,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected well",1,2,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",1,1,1,"Rural","06=Busy road or highway","98=None","Paths are bushy and slippery especially during rainy season","98=None",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK14","01=Initial questionnaire","",1/1/2003,"03=Broken or missing windows",,,,"Collected firewood","Paraffin","Protected well",3,4,"Pit latrine, covered","Shared","House/bungalow","No access","No major problems","No major problems","Does not access internet","No",2,2,1,"Rural","02=Single family detached houses","98=None","","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK15","02=Move during diaries","03=Started own household",4/20/2013,"","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Solar","Borehole",2,2,"Pit latrine, covered",,"House/bungalow","No access","Needs substantial painting, refilling, repair","No major problems","Does not access internet","Yes",1,1,,"Rural","07=Open space, park, forest, farm, ranch","98=None","pool of stagnant waters","98=None",,,"Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK16","01=Initial questionnaire","03=Started own household",1/1/2008,"04=Pests: mice, rats, roaches, bedbugs, other insects,08=Mold","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Protected well",3,2,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",0,0,1,"Rural","02=Single family detached houses","98=None","muddy and slippery","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK17","01=Initial questionnaire","02=Marriage",2/1/1995,"03=Broken or missing windows","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Paraffin","Collected Firewood","Protected well",3,4,"Pit latrine, covered",,"Shack","No access","No major problems","No major problems","Does not access internet","Yes",1,2,1,"Rural","02=Single family detached houses","03=There are no buildings within 100meters","bushy paths and dangerous dugouts which can act as breeding grou","98=None",1,"Inherited","Inherited","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK18","01=Initial questionnaire","03=Started own household",1/1/1977,"03=Broken or missing windows","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Protected well",5,7,"Pit latrine, covered","Private","Shack","No access","No major problems","Needs substantial painting, refilling, repair","Cyber cafe","Yes",0,3,2,"Rural","02=Single family detached houses","98=None","The is no streets but tea and maize plantation","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK19","01=Initial questionnaire","03=Started own household",1/1/1996,"04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Protected well",5,3,"Pit latrine, covered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","Yes",2,2,1,"Rural","02=Single family detached houses","01=A few of them","impassable,narow roads","98=None",1,"Inherited","Built using credit/loan from elsewhere","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK20","01=Initial questionnaire","03=Started own household",,"04=Pests: mice, rats, roaches, bedbugs, other insects,09=None",,"Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Protected well",2,2,"Pit latrine, covered","Private","Other temporary or semi-permanent structure","No access",,"Needs substantial painting, refilling, repair","Does not access internet","Yes",0,1,1,"Rural","02=Single family detached houses","98=None","poool of stagnant water","98=None",1,,"Inherited","Yes, a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK21","01=Initial questionnaire","02=Marriage",,"","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood",,"Protected well",5,4,"Pit latrine, covered",,"House/bungalow","No access","No major problems","No major problems","Own mobile phone",,3,3,1,"Rural","02=Single family detached houses","98=None","stagnant water","98=None",1,"Inherited","Inherited","Yes, a title deed","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK23","01=Initial questionnaire","07=New job or job transfer",5/15/2012,"04=Pests: mice, rats, roaches, bedbugs, other insects","Mud/cement","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Unprotected well",1,1,"Pit latrine, covered","Shared","Flat","No access","Needs substantial painting, refilling, repair","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",0,0,0,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","muddy and slipery paths","98=None",3,,,,"Yes",1,"02=Yes, a written agreement, but not a title deed","01=Personal use",200000,"",,"","","",,,"","",,"","",,"","",
"KELDK22","02=Move during diaries","09=Other employment related reason",9/15/2012,"07=Extremely hot or cold","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Paraffin","Paraffin","Unprotected well",1,2,"Pit latrine, uncovered","Shared","Other temporary or semi-permanent structure","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",1,0,0,"Rural","02=Single family detached houses","98=None","pool of stagnant water and bushes","98=None",4,,,,"No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KELDK24","01=Initial questionnaire","09=Other employment related reason",5/3/2011,"03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,08=Mold","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Unprotected well",1,1,"Pit latrine, covered","Shared","Other temporary or semi-permanent structure","No access","Needs substantial painting, refilling, repair","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",0,0,0,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","pool or stagnant waters, muddy roads and bushy paths.","98=None",3,,,,"Yes",1,"01=No written agreement","01=Personal use",30000,"",,"","","",,,"","",,"","",,"","",
"KELDK27","01=Initial questionnaire","07=New job or job transfer",3/16/2012,"04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Mud/wood","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Unprotected well",1,1,"Pit latrine, covered","Shared","Flat","No access","Needs substantial painting, refilling, repair","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",0,0,0,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","bushy paths with pools of water","",3,,,,"Yes",1,"02=Yes, a written agreement, but not a title deed","01=Personal use",375000,"",,"","","",,,"","",,"","",,"","",
